id,industria,sector
6469,Electric Utilities: Central,Utilities
6470,Semiconductors,Technology
6471,Auto Manufacturing,Consumer Discretionary
6472,Auto Manufacturing,Consumer Discretionary
6473,Containers/Packaging,Industrials
6474,,
6475,,
6476,Telecommunications Equipment,Telecommunications
6477,Biotechnology: Commercial Physical & Biological Resarch,Health Care
6478,Consumer Electronics/Video Chains,Consumer Discretionary
6479,Medical/Dental Instruments,Health Care
6480,Consumer Electronics/Appliances,Consumer Staples
6481,EDP Services,Technology
6482,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
6483,Investment Managers,Finance
6484,Finance: Consumer Services,Finance
6485,Industrial Machinery/Components,Industrials
6486,EDP Services,Technology
6487,EDP Services,Technology
6488,Specialty Foods,Consumer Discretionary
6489,Other Consumer Services,Consumer Discretionary
6490,,
6491,Semiconductors,Technology
6492,Consumer Electronics/Appliances,Industrials
6493,Blank Checks,Finance
6494,Finance/Investors Services,Finance
6495,,
6496,Major Banks,Finance
6497,Real Estate Investment Trusts,Real Estate
6498,,
6499,Advertising,Finance
6500,Other Specialty Stores,Utilities
6501,Movies/Entertainment,Consumer Discretionary
6502,Semiconductors,Technology
6503,Diversified Commercial Services,Finance
6504,Computer Software: Prepackaged Software,Technology
6505,Consumer Electronics/Appliances,Industrials
6506,,
6507,Computer Software: Prepackaged Software,Technology
6508,Property-Casualty Insurers,Finance
6509,,
6510,Retail: Computer Software & Peripheral Equipment,Technology
6511,Broadcasting,Consumer Discretionary
6512,Biotechnology: Pharmaceutical Preparations,Health Care
6513,Military/Government/Technical,Industrials
6514,Medicinal Chemicals and Botanical Products,Health Care
6515,Biotechnology: Pharmaceutical Preparations,Health Care
6516,Biotechnology: Pharmaceutical Preparations,Health Care
6517,Automotive Aftermarket,Consumer Discretionary
6518,Biotechnology: Pharmaceutical Preparations,Health Care
6519,EDP Services,Technology
6520,EDP Services,Technology
6521,Food Distributors,Consumer Discretionary
6522,Other Specialty Stores,Consumer Discretionary
6523,Semiconductors,Technology
6524,Industrial Machinery/Components,Industrials
6525,Trusts Except Educational Religious and Charitable,Finance
6526,Computer Software: Prepackaged Software,Technology
6527,Real Estate Investment Trusts,Real Estate
6528,Biotechnology: Laboratory Analytical Instruments,Industrials
6529,Biotechnology: Laboratory Analytical Instruments,Industrials
6530,Medical Specialities,Health Care
6531,Medical Specialities,Health Care
6532,Agricultural Chemicals,Industrials
6533,Semiconductors,Technology
6534,EDP Services,Technology
6535,Medicinal Chemicals and Botanical Products,Health Care
6536,Oil/Gas Transmission,Utilities
6537,,
6538,Computer Software: Programming Data Processing,Technology
6539,Real Estate Investment Trusts,Real Estate
6540,,
6541,Major Banks,Finance
6542,Environmental Services,Utilities
6543,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
6544,Oil/Gas Transmission,Utilities
6545,Professional Services,Consumer Discretionary
6546,Real Estate Investment Trusts,Real Estate
6547,,
6548,Industrial Specialties,Health Care
6549,Auto Parts:O.E.M.,Consumer Discretionary
6550,Professional Services,Consumer Discretionary
6551,Biotechnology: Pharmaceutical Preparations,Health Care
6552,Biotechnology: Pharmaceutical Preparations,Health Care
6553,Business Services,Consumer Discretionary
6554,Medical/Dental Instruments,Health Care
6555,Finance Companies,Finance
6556,Medicinal Chemicals and Botanical Products,Health Care
6557,Medicinal Chemicals and Botanical Products,Health Care
6558,Major Banks,Finance
6559,Major Banks,Finance
6560,Commercial Banks,Finance
6561,Industrial Specialties,Industrials
6562,Medicinal Chemicals and Botanical Products,Health Care
6563,Medical/Dental Instruments,Health Care
6564,Oil & Gas Production,Energy
6565,EDP Services,Technology
6566,Computer Software: Prepackaged Software,Technology
6567,Broadcasting,Industrials
6568,Precious Metals,Industrials
6569,Finance/Investors Services,Finance
6570,Finance/Investors Services,Finance
6571,Diversified Commercial Services,Consumer Discretionary
6572,Computer Software: Prepackaged Software,Technology
6573,Interactive Media,Technology
6574,Other Specialty Stores,Consumer Discretionary
6575,Retail-Drug Stores and Proprietary Stores,Consumer Staples
6576,Computer peripheral equipment,Technology
6577,Industrial Machinery/Components,Industrials
6578,Ophthalmic Goods,Health Care
6579,Diversified Commercial Services,Consumer Discretionary
6580,Real Estate Investment Trusts,Real Estate
6581,Major Banks,Finance
6582,Advertising,Consumer Discretionary
6583,Specialty Insurers,Finance
6584,Advertising,Consumer Discretionary
6585,Industrial Specialties,Health Care
6586,Major Banks,Finance
6587,Computer Software: Prepackaged Software,Technology
6588,Finance/Investors Services,Finance
6589,Computer Software: Prepackaged Software,Technology
6590,Blank Checks,Finance
6591,Investment Managers,Finance
6592,Educational Services,Consumer Discretionary
6593,,
6594,Real Estate,Real Estate
6595,Managed Health Care,Health Care
6596,EDP Services,Technology
6597,EDP Services,Technology
6598,Investment Managers,Finance
6599,Packaged Foods,Consumer Staples
6600,Precious Metals,Basic Materials
6601,Restaurants,Consumer Discretionary
6602,Auto Manufacturing,Consumer Discretionary
6603,Steel/Iron Ore,Industrials
6604,Semiconductors,Technology
6605,Marine Transportation,Consumer Discretionary
6606,EDP Services,Technology
6607,Marine Transportation,Consumer Discretionary
6608,Biotechnology: Pharmaceutical Preparations,Health Care
6609,Oil & Gas Production,Energy
6610,Service to the Health Industry,Consumer Discretionary
6611,Wholesale Distributors,Industrials
6612,Wholesale Distributors,Industrials
6613,Oilfield Services/Equipment,Industrials
6614,EDP Services,Technology
6615,Biotechnology: Pharmaceutical Preparations,Health Care
6616,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
6617,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
6618,Homebuilding,Real Estate
6619,Auto Parts:O.E.M.,Consumer Discretionary
6620,Real Estate Investment Trusts,Real Estate
6621,Biotechnology: Pharmaceutical Preparations,Health Care
6622,Medical/Dental Instruments,Health Care
6623,Investment Bankers/Brokers/Service,Finance
6624,Investment Managers,Finance
6625,,
6626,,
6627,Biotechnology: Pharmaceutical Preparations,Health Care
6628,Containers/Packaging,Consumer Discretionary
6629,Real Estate Investment Trusts,Real Estate
6630,Electronic Components,Technology
6631,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
6632,Beverages (Production/Distribution),Consumer Staples
6633,,
6634,Consumer Electronics/Appliances,Industrials
6635,Real Estate Investment Trusts,Real Estate
6636,Building Materials,Industrials
6637,Retail: Computer Software & Peripheral Equipment,Technology
6638,Oil Refining/Marketing,Energy
6639,Diversified Financial Services,Finance
6640,Semiconductors,Technology
6641,Auto Parts:O.E.M.,Consumer Discretionary
6642,Biotechnology: Pharmaceutical Preparations,Health Care
6643,Commercial Banks,Finance
6644,Biotechnology: Pharmaceutical Preparations,Health Care
6645,Computer Software: Prepackaged Software,Technology
6646,Computer Software: Prepackaged Software,Technology
6647,Paper,Basic Materials
6648,Real Estate Investment Trusts,Real Estate
6649,,
6650,Blank Checks,Finance
6651,Blank Checks,Finance
6652,Blank Checks,Finance
6653,Precious Metals,Basic Materials
6654,Blank Checks,Finance
6655,Blank Checks,Finance
6656,Biotechnology: Pharmaceutical Preparations,Health Care
6657,,
6658,,
6659,Metal Fabrications,Consumer Discretionary
6660,Finance/Investors Services,Finance
6661,Advertising,Consumer Discretionary
6662,Advertising,Consumer Discretionary
6663,Medical/Dental Instruments,Health Care
6664,Ordnance And Accessories,Consumer Discretionary
6665,Computer Software: Prepackaged Software,Technology
6666,Engineering & Construction,Industrials
6667,Diversified Manufacture,Consumer Discretionary
6668,Finance/Investors Services,Finance
6669,Semiconductors,Technology
6670,Oil & Gas Production,Energy
6671,Consumer Electronics/Appliances,Industrials
6672,Biotechnology: Pharmaceutical Preparations,Health Care
6673,Business Services,Consumer Discretionary
6674,Business Services,Consumer Discretionary
6675,Oil & Gas Production,Utilities
6676,Finance Companies,Finance
6677,Steel/Iron Ore,Industrials
6678,Industrial Machinery/Components,Industrials
6679,Major Chemicals,Industrials
6680,Biotechnology: Pharmaceutical Preparations,Health Care
6681,Computer Software: Prepackaged Software,Technology
6682,Major Banks,Finance
6683,Biotechnology: Pharmaceutical Preparations,Health Care
6684,Diversified Financial Services,Finance
6685,,
6686,Medical/Dental Instruments,Health Care
6687,Consumer Electronics/Appliances,Industrials
6688,Computer peripheral equipment,Technology
6689,Biotechnology: Commercial Physical & Biological Resarch,Health Care
6690,Auto Parts:O.E.M.,Consumer Discretionary
6691,Biotechnology: Pharmaceutical Preparations,Health Care
6692,Real Estate,Finance
6693,Metal Fabrications,Industrials
6694,Metal Fabrications,Industrials
6695,Food Distributors,Consumer Discretionary
6696,Consumer Electronics/Appliances,Industrials
6697,Consumer Electronics/Appliances,Industrials
6698,Consumer Electronics/Appliances,Industrials
6699,Telecommunications Equipment,Consumer Discretionary
6700,,
6701,,
6702,Food Chains,Energy
6703,Electric Utilities: Central,Utilities
6704,Computer peripheral equipment,Technology
6705,Electronic Components,Technology
6706,Biotechnology: Pharmaceutical Preparations,Health Care
6707,Other Consumer Services,Consumer Discretionary
6708,Managed Health Care,Health Care
6709,Managed Health Care,Health Care
6710,Oil & Gas Production,Energy
6711,Biotechnology: Pharmaceutical Preparations,Health Care
6712,,
6713,Food Chains,Energy
6714,Food Chains,Energy
6715,Food Chains,Energy
6716,Computer Software: Prepackaged Software,Technology
6717,Beverages (Production/Distribution),Consumer Staples
6718,Biotechnology: Pharmaceutical Preparations,Health Care
6719,Biotechnology: Pharmaceutical Preparations,Health Care
6720,Medicinal Chemicals and Botanical Products,Health Care
6721,Retail: Computer Software & Peripheral Equipment,Technology
6722,Restaurants,Consumer Discretionary
6723,Aerospace,Industrials
6724,Industrial Machinery/Components,Industrials
6725,Telecommunications Equipment,Consumer Discretionary
6726,Major Banks,Finance
6727,Telecommunications Equipment,Consumer Discretionary
6728,Consumer Electronics/Appliances,Industrials
6729,Consumer Electronics/Appliances,Industrials
6730,Professional Services,Consumer Discretionary
6731,Medical Specialities,Health Care
6732,Computer Software: Programming Data Processing,Technology
6733,Computer Software: Programming Data Processing,Technology
6734,Investment Managers,Finance
6735,Diversified Manufacture,Consumer Discretionary
6736,Diversified Manufacture,Consumer Discretionary
6737,Consumer Electronics/Appliances,Industrials
6738,Savings Institutions,Finance
6739,Biotechnology: Pharmaceutical Preparations,Health Care
6740,Business Services,Consumer Discretionary
6741,Major Banks,Finance
6742,Major Banks,Finance
6743,Major Banks,Finance
6744,Major Banks,Finance
6745,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
6746,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
6747,Banks,Finance
6748,Major Banks,Finance
6749,Major Banks,Finance
6750,Real Estate,Finance
6751,Business Services,Consumer Discretionary
6752,Medical/Dental Instruments,Health Care
6753,,
6754,Consumer Electronics/Appliances,Industrials
6755,Business Services,Consumer Discretionary
6756,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
6757,Finance/Investors Services,Finance
6758,Biotechnology: Pharmaceutical Preparations,Health Care
6759,Pharmaceuticals and Biotechnology,Health Care
6760,Biotechnology: Pharmaceutical Preparations,Health Care
6761,Catalog/Specialty Distribution,Consumer Discretionary
6762,EDP Services,Technology
6763,,
6764,EDP Services,Technology
6765,EDP Services,Technology
6766,Finance/Investors Services,Finance
6767,Military/Government/Technical,Industrials
6768,Medical/Nursing Services,Health Care
6769,Telecommunications Equipment,Telecommunications
6770,,
6771,,
6772,Department/Specialty Retail Stores,Consumer Discretionary
6773,Oilfield Services/Equipment,Energy
6774,Industrial Machinery/Components,Industrials
6775,Trusts Except Educational Religious and Charitable,Finance
6776,Computer Software: Prepackaged Software,Technology
6777,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
6778,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials
6779,Commercial Banks,Finance
6780,Service to the Health Industry,Consumer Discretionary
6781,Telecommunications Equipment,Telecommunications
6782,Finance Companies,Finance
6783,Electronic Components,Technology
6784,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
6785,Investment Bankers/Brokers/Service,Finance
6786,Oil & Gas Production,Energy
6787,EDP Services,Technology
6788,,
6789,Blank Checks,Finance
6790,Biotechnology: Commercial Physical & Biological Resarch,Health Care
6791,Telecommunications Equipment,Telecommunications
6792,Electrical Products,Industrials
6793,Biotechnology: Pharmaceutical Preparations,Health Care
6794,Telecommunications Equipment,Telecommunications
6795,Blank Checks,Finance
6796,Blank Checks,Finance
6797,Biotechnology: Pharmaceutical Preparations,Health Care
6798,Construction/Ag Equipment/Trucks,Industrials
6799,Major Banks,Finance
6800,,
6801,,
6802,,
6803,Medicinal Chemicals and Botanical Products,Health Care
6804,Trucking Freight/Courier Services,Industrials
6805,Major Banks,Finance
6806,Major Banks,Finance
6807,,
6808,,
6809,Savings Institutions,Finance
6810,Medical/Dental Instruments,Health Care
6811,Metal Fabrications,Industrials
6812,Blank Checks,Finance
6813,Blank Checks,Finance
6814,Blank Checks,Finance
6815,Semiconductors,Technology
6816,,
6817,Diversified Commercial Services,Consumer Discretionary
6818,,
6819,,
6820,Aerospace,Industrials
6821,Retail: Computer Software & Peripheral Equipment,Technology
6822,Electronic Components,Consumer Discretionary
6823,Broadcasting,Industrials
6824,Consumer Electronics/Appliances,Industrials
6825,Natural Gas Distribution,Utilities
6826,Department/Specialty Retail Stores,Consumer Discretionary
6827,Biotechnology: Pharmaceutical Preparations,Health Care
6828,Consumer Electronics/Appliances,Industrials
6829,Consumer Electronics/Appliances,Industrials
6830,Diversified Commercial Services,Consumer Discretionary
6831,Hospital/Nursing Management,Health Care
6832,Blank Checks,Finance
6833,Blank Checks,Finance
6834,Consumer Electronics/Appliances,Industrials
6835,Consumer Electronics/Appliances,Industrials
6836,Consumer Electronics/Appliances,Industrials
6837,Major Banks,Finance
6838,Property-Casualty Insurers,Finance
6839,,
6840,Medical Specialities,Industrials
6841,Homebuilding,Industrials
6842,Finance Companies,Finance
6843,Electrical Products,Consumer Discretionary
6844,Biotechnology: Pharmaceutical Preparations,Health Care
6845,Auto Parts:O.E.M.,Consumer Discretionary
6846,Farming/Seeds/Milling,Consumer Staples
6847,Biotechnology: Pharmaceutical Preparations,Health Care
6848,Industrial Machinery/Components,Industrials
6849,Packaged Foods,Consumer Staples
6850,Biotechnology: Pharmaceutical Preparations,Health Care
6851,Finance Companies,Finance
6852,Oil & Gas Production,Energy
6853,Telecommunications Equipment,Telecommunications
6854,Investment Bankers/Brokers/Service,Finance
6855,Biotechnology: Pharmaceutical Preparations,Health Care
6856,,
6857,Telecommunications Equipment,Telecommunications
6858,EDP Peripherals,Technology
6859,Accident &Health Insurance,Finance
6860,Specialty Insurers,Finance
6861,,
6862,,
6863,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
6864,,
6865,Department/Specialty Retail Stores,Consumer Discretionary
6866,Marine Transportation,Consumer Discretionary
6867,Catalog/Specialty Distribution,Consumer Discretionary
6868,Telecommunications Equipment,Telecommunications
6869,Other Specialty Stores,Consumer Discretionary
6870,Medicinal Chemicals and Botanical Products,Health Care
6871,Metal Fabrications,Industrials
6872,,
6873,Blank Checks,Finance
6874,Blank Checks,Finance
6875,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
6876,Telecommunications Equipment,Telecommunications
6877,Biotechnology: Pharmaceutical Preparations,Health Care
6878,EDP Services,Technology
6879,Biotechnology: Pharmaceutical Preparations,Health Care
6880,,
6881,Auto Manufacturing,Consumer Discretionary
6882,Medicinal Chemicals and Botanical Products,Health Care
6883,,
6884,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
6885,,
6886,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
6887,Broadcasting,Consumer Discretionary
6888,Homebuilding,Consumer Discretionary
6889,Consumer Electronics/Appliances,Industrials
6890,Consumer Electronics/Appliances,Industrials
6891,Consumer Electronics/Appliances,Industrials
6892,Biotechnology: Laboratory Analytical Instruments,Industrials
6893,Major Banks,Finance
6894,Industrial Machinery/Components,Technology
6895,Industrial Machinery/Components,Technology
6896,,
6897,Steel/Iron Ore,Industrials
6898,Blank Checks,Finance
6899,Blank Checks,Finance
6900,Blank Checks,Finance
6901,Telecommunications Equipment,Telecommunications
6902,Industrial Machinery/Components,Industrials
6903,Medical/Dental Instruments,Health Care
6904,Diversified Commercial Services,Consumer Discretionary
6905,Biotechnology: Pharmaceutical Preparations,Health Care
6906,Marine Transportation,Consumer Discretionary
6907,Other Consumer Services,Consumer Discretionary
6908,Medical Specialities,Health Care
6909,Marine Transportation,Consumer Discretionary
6910,,
6911,,
6912,,
6913,Biotechnology: Pharmaceutical Preparations,Health Care
6914,Medicinal Chemicals and Botanical Products,Health Care
6915,Blank Checks,Finance
6916,Blank Checks,Finance
6917,Medical Specialities,Health Care
6918,Homebuilding,Consumer Discretionary
6919,,
6920,Investment Bankers/Brokers/Service,Finance
6921,Marine Transportation,Consumer Discretionary
6922,,
6923,EDP Services,Technology
6924,,
6925,Biotechnology: Pharmaceutical Preparations,Health Care
6926,Major Banks,Finance
6927,Tobacco,Consumer Discretionary
6928,Engineering & Construction,Industrials
6929,Diversified Manufacture,Industrials
6930,Oil & Gas Production,Energy
6931,Trusts Except Educational Religious and Charitable,Finance
6932,Homebuilding,Consumer Discretionary
6933,Real Estate,Real Estate
6934,Industrial Machinery/Components,Technology
6935,Oil & Gas Production,Energy
6936,Apparel,Consumer Discretionary
6937,Biotechnology: Pharmaceutical Preparations,Health Care
6938,Real Estate Investment Trusts,Real Estate
6939,Trusts Except Educational Religious and Charitable,Finance
6940,Home Furnishings,Consumer Discretionary
6941,Investment Managers,Finance
6942,Specialty Foods,Consumer Staples
6943,Major Banks,Finance
6944,Blank Checks,Finance
6945,Biotechnology: Pharmaceutical Preparations,Health Care
6946,Finance/Investors Services,Finance
6947,,
6948,Natural Gas Distribution,Utilities
6949,Medical/Nursing Services,Health Care
6950,,
6951,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
6952,Finance/Investors Services,Finance
6953,Finance/Investors Services,Finance
6954,,
6955,Blank Checks,Finance
6956,Advertising,Consumer Discretionary
6957,Advertising,Consumer Discretionary
6958,Industrial Machinery/Components,Industrials
6959,Marine Transportation,Consumer Discretionary
6960,Major Banks,Finance
6961,Computer Software: Programming Data Processing,Technology
6962,Railroads,Industrials
6963,Real Estate Investment Trusts,Real Estate
6964,Consumer Electronics/Appliances,Technology
6965,Industrial Machinery/Components,Technology
6966,Blank Checks,Finance
6967,Blank Checks,Finance
6968,Consumer Electronics/Appliances,Consumer Staples
6969,Investment Managers,Finance
6970,Multi-Sector Companies,Industrials
6971,Natural Gas Distribution,Utilities
6972,,
6973,Major Banks,Finance
6974,Industrial Machinery/Components,Technology
6975,Blank Checks,Finance
6976,Diversified Commercial Services,Consumer Discretionary
6977,,
6978,,
6979,,
6980,,
6981,,
6982,Real Estate Investment Trusts,Real Estate
6983,,
6984,Advertising,Finance
6985,Interactive Media,Technology
6986,Medical Specialities,Health Care
6987,Property-Casualty Insurers,Finance
6988,EDP Services,Technology
6989,Biotechnology: Pharmaceutical Preparations,Health Care
6990,Biotechnology: Pharmaceutical Preparations,Health Care
6991,Precious Metals,Basic Materials
6992,Steel/Iron Ore,Industrials
6993,Metal Fabrications,Industrials
6994,Banks,Finance
6995,Other Specialty Stores,Consumer Discretionary
6996,Major Chemicals,Industrials
6997,Semiconductors,Technology
6998,Biotechnology: Pharmaceutical Preparations,Health Care
6999,Investment Managers,Finance
7000,Auto Manufacturing,Consumer Discretionary
7001,Investment Managers,Finance
7002,Semiconductors,Technology
7003,Meat/Poultry/Fish,Consumer Staples
7004,Construction/Ag Equipment/Trucks,Industrials
7005,Advertising,Consumer Discretionary
7006,EDP Services,Technology
7007,Biotechnology: Pharmaceutical Preparations,Health Care
7008,Industrial Machinery/Components,Industrials
7009,Tools/Hardware,Consumer Discretionary
7010,Farming/Seeds/Milling,Consumer Staples
7011,EDP Services,Technology
7012,Oil & Gas Production,Energy
7013,Retail: Computer Software & Peripheral Equipment,Technology
7014,Military/Government/Technical,Consumer Discretionary
7015,Interactive Media,Technology
7016,Oil & Gas Production,Energy
7017,Electrical Products,Technology
7018,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
7019,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
7020,Trusts Except Educational Religious and Charitable,Finance
7021,Other Specialty Stores,Consumer Discretionary
7022,Computer Software: Prepackaged Software,Technology
7023,Telecommunications Equipment,Telecommunications
7024,Plastic Products,Industrials
7025,Finance/Investors Services,Finance
7026,Consumer Electronics/Appliances,Industrials
7027,Computer Software: Prepackaged Software,Technology
7028,Broadcasting,Industrials
7029,Electric Utilities: Central,Utilities
7030,Electric Utilities: Central,Utilities
7031,Biotechnology: Pharmaceutical Preparations,Health Care
7032,Investment Bankers/Brokers/Service,Finance
7033,Consumer Electronics/Appliances,Industrials
7034,Consumer Electronics/Appliances,Industrials
7035,Industrial Machinery/Components,Industrials
7036,Industrial Machinery/Components,Industrials
7037,EDP Services,Technology
7038,Industrial Machinery/Components,Industrials
7039,Consumer Electronics/Appliances,Industrials
7040,Consumer Electronics/Appliances,Industrials
7041,Trusts Except Educational Religious and Charitable,Finance
7042,Specialty Foods,Consumer Staples
7043,Real Estate Investment Trusts,Real Estate
7044,,
7045,,
7046,,
7047,Real Estate Investment Trusts,Real Estate
7048,Computer Software: Prepackaged Software,Technology
7049,Managed Health Care,Health Care
7050,Steel/Iron Ore,Industrials
7051,Managed Health Care,Health Care
7052,Biotechnology: Pharmaceutical Preparations,Health Care
7053,Semiconductors,Technology
7054,Oil & Gas Production,Energy
7055,Restaurants,Consumer Discretionary
7056,Aerospace,Industrials
7057,Finance Companies,Finance
7058,,
7059,Investment Managers,Finance
7060,Computer Software: Prepackaged Software,Technology
7061,Biotechnology: Pharmaceutical Preparations,Health Care
7062,Advertising,Consumer Discretionary
7063,Retail: Computer Software & Peripheral Equipment,Technology
7064,Apparel,Consumer Discretionary
7065,Apparel,Consumer Discretionary
7066,Air Freight/Delivery Services,Consumer Discretionary
7067,,
7068,Agricultural Chemicals,Industrials
7069,Aerospace,Industrials
7070,Real Estate Investment Trusts,Real Estate
7071,Major Banks,Finance
7072,EDP Services,Technology
7073,Major Banks,Finance
7074,Real Estate Investment Trusts,Real Estate
7075,,
7076,,
7077,Major Banks,Finance
7078,Major Banks,Finance
7079,Medicinal Chemicals and Botanical Products,Health Care
7080,Retail-Auto Dealers and Gas Stations,Consumer Discretionary
7081,Major Banks,Finance
7082,Major Banks,Finance
7083,Telecommunications Equipment,Consumer Discretionary
7084,Semiconductors,Technology
7085,,
7086,Real Estate Investment Trusts,Real Estate
7087,Real Estate Investment Trusts,Real Estate
7088,Other Metals and Minerals,Basic Materials
7089,Consumer Electronics/Appliances,Consumer Staples
7090,Auto Parts:O.E.M.,Consumer Discretionary
7091,Property-Casualty Insurers,Finance
7092,,
7093,Forest Products,Basic Materials
7094,Medical/Dental Instruments,Health Care
7095,Package Goods/Cosmetics,Consumer Discretionary
7096,Natural Gas Distribution,Utilities
7097,Natural Gas Distribution,Utilities
7098,Oil Refining/Marketing,Energy
7099,Industrial Machinery/Components,Industrials
7100,Rental/Leasing Companies,Consumer Discretionary
7101,Homebuilding,Consumer Discretionary
7102,Homebuilding,Consumer Discretionary
7103,Hospital/Nursing Management,Health Care
7104,Real Estate Investment Trusts,Real Estate
7105,Radio And Television Broadcasting And Communications Equipment,Technology
7106,Property-Casualty Insurers,Finance
7107,EDP Services,Technology
7108,Business Services,Consumer Discretionary
7109,Business Services,Consumer Discretionary
7110,Package Goods/Cosmetics,Consumer Discretionary
7111,Electronic Components,Technology
7112,Air Freight/Delivery Services,Consumer Discretionary
7113,Trucking Freight/Courier Services,Industrials
7114,,
7115,Commercial Banks,Finance
7116,Semiconductors,Technology
7117,Real Estate Investment Trusts,Real Estate
7118,,
7119,Property-Casualty Insurers,Finance
7120,Major Banks,Finance
7121,Biotechnology: Pharmaceutical Preparations,Health Care
7122,Business Services,Consumer Discretionary
7123,Food Distributors,Consumer Discretionary
7124,Medical Specialities,Health Care
7125,Real Estate Investment Trusts,Real Estate
7126,Accident &Health Insurance,Finance
7127,Accident &Health Insurance,Finance
7128,Railroads,Industrials
7129,Major Banks,Finance
7130,Specialty Chemicals,Industrials
7131,Broadcasting,Consumer Discretionary
7132,Broadcasting,Consumer Discretionary
7133,Aerospace,Consumer Discretionary
7134,Diversified Commercial Services,Consumer Discretionary
7135,Biotechnology: Pharmaceutical Preparations,Health Care
7136,Retail: Computer Software & Peripheral Equipment,Technology
7137,EDP Services,Technology
7138,Air Freight/Delivery Services,Consumer Discretionary
7139,Finance: Consumer Services,Finance
7140,Consumer Electronics/Appliances,Industrials
7141,Consumer Electronics/Appliances,Industrials
7142,Consumer Electronics/Appliances,Industrials
7143,,
7144,EDP Services,Consumer Discretionary
7145,Clothing/Shoe/Accessory Stores,Consumer Discretionary
7146,,
7147,Biotechnology: Pharmaceutical Preparations,Health Care
7148,,
7149,,
7150,Finance Companies,Finance
7151,Oilfield Services/Equipment,Energy
7152,Steel/Iron Ore,Industrials
7153,Metal Mining,Basic Materials
7154,Precious Metals,Basic Materials
7155,Major Banks,Finance
7156,,
7157,,
7158,,
7159,,
7160,,
7161,,
7162,Major Banks,Finance
7163,Blank Checks,Finance
7164,Blank Checks,Finance
7165,Railroads,Industrials
7166,Marine Transportation,Consumer Discretionary
7167,Oil & Gas Production,Energy
7168,Food Distributors,Consumer Discretionary
7169,Precious Metals,Basic Materials
7170,Precious Metals,Basic Materials
7171,EDP Services,Technology
7172,Other Metals and Minerals,Industrials
7173,Telecommunications Equipment,Telecommunications
7174,,
7175,Medical Specialities,Health Care
7176,Trucking Freight/Courier Services,Industrials
7177,Blank Checks,Finance
7178,Blank Checks,Finance
7179,Finance Companies,Finance
7180,Investment Managers,Finance
7181,Biotechnology: Pharmaceutical Preparations,Health Care
7182,,
7183,Power Generation,Utilities
7184,Medical/Dental Instruments,Health Care
7185,Consumer Electronics/Appliances,Technology
7186,Computer Software: Prepackaged Software,Technology
7187,Telecommunications Equipment,Telecommunications
7188,Specialty Foods,Consumer Staples
7189,Security Systems Services,Technology
7190,,
7191,Property-Casualty Insurers,Finance
7192,Major Banks,Finance
7193,Tobacco,Consumer Staples
7194,Finance: Consumer Services,Finance
7195,Business Services,Consumer Discretionary
7196,Telecommunications Equipment,Telecommunications
7197,Telecommunications Equipment,Telecommunications
7198,Telecommunications Equipment,Telecommunications
7199,Business Services,Consumer Discretionary
7200,Major Banks,Finance
7201,Hotels/Resorts,Consumer Discretionary
7202,Biotechnology: Pharmaceutical Preparations,Health Care
7203,Oil & Gas Production,Energy
7204,Metal Mining,Basic Materials
7205,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
7206,Advertising,Finance
7207,Industrial Specialties,Health Care
7208,Medical/Dental Instruments,Health Care
7209,Military/Government/Technical,Consumer Discretionary
7210,Biotechnology: Pharmaceutical Preparations,Health Care
7211,Trusts Except Educational Religious and Charitable,Finance
7212,Major Banks,Finance
7213,Pharmaceuticals and Biotechnology,Health Care
7214,Biotechnology: Pharmaceutical Preparations,Health Care
7215,,
7216,Consumer Electronics/Appliances,Industrials
7217,Consumer Electronics/Appliances,Industrials
7218,Consumer Electronics/Appliances,Industrials
7219,Major Banks,Finance
7220,Auto Parts:O.E.M.,Consumer Discretionary
7221,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
7222,Finance/Investors Services,Finance
7223,Diversified Commercial Services,Consumer Discretionary
7224,Biotechnology: Pharmaceutical Preparations,Health Care
7225,Computer Software: Prepackaged Software,Technology
7226,Investment Managers,Finance
7227,Trusts Except Educational Religious and Charitable,Finance
7228,Finance: Consumer Services,Finance
7229,Finance: Consumer Services,Finance
7230,Finance: Consumer Services,Finance
7231,Blank Checks,Finance
