ticker,valor_actual,variacion,volumen,tipo
QVCD,9.80,1.15,68583,1
R,82.85,3.25,417531,1
RA,17.17,0.1,221857,1
RAAS,1.30,0,11689,1
RACE,296.81,5.02,465005,2
RAD,1.96,0.08,1976749,1
RADI,14.71,-0.01,618234,1
RAIL,2.86,-0.03,23516,1
RAIN,8.80,0.3,235469,1
RAMP,23.80,0.45,297401,1
RAND,13.00,0,134,1
RANI,4.71,-0.02,18197,1
RAPT,19.10,0.72,461523,1
RARE,47.22,1.41,1286559,1
RAVE,1.56,299,23673,1
RAYA,1.89,0.05,10336,1
RBA,56.91,1.15,910689,1
RBB,9.56,485,66011,1
RBBN,2.64,0.04,379478,1
RBC,226.25,1.93,97129,2
RBCAA,39.94,1.71,20719,1
RBCP,110.47,-0.33,1003,2
RBKB,6.43,-5,2546,1
RBLX,35.05,0.57,5390157,1
RBOT,2.16,-0.01,152961,1
RBT,0.48,21,131633,1
RC,10.26,0.48,1362429,1
RC^C,18.46,0,12,1
RC^E,17.87,-85,17311,1
RCA,24.85,0.02,8500,1
RCAC,10.28,0,148,1
RCACU,10.40,0.06,1075,1
RCACW,0.09,201,118159,1
RCAT,0.88,442,38352,1
RCB,22.82,0.07,998,1
RCC,22.93,-0.06,4021,1
RCEL,16.37,0.2,124566,1
RCFA,10.52,2,60662,1
RCG,1.73,-207,528,1
RCI,49.25,0.7,231436,1
RCKT,21.00,2.31,1498131,1
RCKTW,0.26,75,3620,1
RCKY,20.97,1.04,51817,1
RCL,75.61,3.73,5897680,1
RCLF,10.40,0.05,2391,1
RCLFU,10.48,-0.12,200,1
RCLFW,0.15,491,1700,1
RCM,16.26,0.67,5262399,1
RCMT,12.19,-0.09,66770,1
RCON,0.41,-3,77297,1
RCRT,0.22,-7,105694,1
RCS,5.27,0,86465,1
RCUS,19.56,0.07,729416,1
RDCM,9.51,1.733,3102,1
RDFN,9.43,2.35,12583716,1
RDHL,2.15,-0.13,81336,1
RDI,3.25,0.07,7674,1
RDIB,21.65,0.25,12137,1
RDN,24.79,0.82,1919982,1
RDNT,28.68,0.89,387635,1
RDVT,16.50,0.04,22161,1
RDW,2.92,0.18,147949,1
RDWR,19.07,0.95,172675,1
RDY,60.78,-0.16,231490,1
RE,375.40,3.85,378759,2
REAL,1.15,0.05,2147457,1
REAX,1.22,0.03,125743,1
REBN,0.98,547,7389,1
REE,0.32,24,361768,1
REFI,13.98,0.14,45082,1
REFR,1.59,0.17,47310,1
REG,60.74,0.64,902434,1
REGN,762.10,8.22,637007,2
REI,1.91,0.14,2776517,1
REKR,1.29,0.1,284495,1
RELI,3.88,0,33725,1
RELIW,0.10,-102,18730,1
RELL,15.69,0.17,54212,1
RELX,30.55,-0.07,2197489,1
RELY,18.28,0,1393806,1
RENE,10.58,0.04,483,1
RENEU,10.59,-0.11,101,1
RENEW,0.17,49,26115,1
RENN,1.11,-0.01,29547,1
RENT,2.39,0.21,524066,1
REPL,17.46,0.01,272526,1
REPX,41.69,1.32,94875,1
RERE,2.20,-0.06,290588,1
RES,7.00,0.17,1143125,1
RETA,104.79,2.39,570952,2
RETO,0.26,3,61096,1
REUN,0.77,1,16961,1
REVB,1.19,0.08,661735,1
REVBW,0.02,2,22080,1
REVG,10.61,0.24,95743,1
REX,28.30,0.53,80593,1
REXR,56.69,1.36,1308006,1
REXR^B,24.11,289,2372,1
REXR^C,24.09,0.09,10157,1
REYN,27.39,0.07,665426,1
REZI,16.14,0.01,1173006,1
RF,16.54,0.79,14479585,1
RF^B,21.22,1.21,925268,1
RF^C,18.70,-0.31,452625,1
RF^E,15.36,0.23,59685,1
RFAC,10.34,0,20,1
RFACW,0.02,0,90,1
RFI,11.78,0.07,59622,1
RFIL,3.90,0.09,2444,1
RFL,1.96,0.05,17503,1
RFM,15.40,-0.03,14762,1
RFMZ,13.34,125,21284,1
RGA,145.76,10.5,830057,2
RGC,25.85,1.35,434,1
RGCO,18.85,-0.18,29221,1
RGEN,160.16,2.93,455935,2
RGF,3.70,-1.333,864,1
RGLD,141.60,-1.75,440920,2
RGLS,1.41,45,39272,1
RGNX,18.88,-1.03,545625,1
RGP,14.59,0.31,148365,1
RGR,54.09,0.66,157013,1
RGS,1.11,0.06,104532,1
RGT,8.76,0.06,14304,1
RGTI,0.41,0.02,469368,1
RGTIW,0.08,259,18661,1
RH,261.72,9.23,755498,2
RHE,4.12,0.12,57891,1
RHE^A,4.35,-1,100,1
RHI,69.00,1.58,1003579,1
RHP,93.94,1.55,554957,1
RIBT,0.94,0.01,18641,1
RICK,74.83,1.73,42359,1
RIDE,0.34,-285,7136304,1
RIG,6.16,0.25,15443175,1
RIGL,1.18,0.01,1556399,1
RILY,36.69,8.59,1100720,1
RILYG,18.13,0.38,7719,1
RILYK,19.56,0.32,15790,1
RILYL,22.00,2.09,15532,1
RILYM,22.01,0.86,9930,1
RILYN,19.43,0.83,30436,1
RILYO,24.28,0.43,9452,1
RILYP,16.57,1.7,27913,1
RILYT,17.57,0.61,26658,1
RILYZ,15.86,0.11,74790,1
RIO,63.67,2.19,3366162,1
RIOT,11.54,0.7,28525872,1
RITM,7.88,0.24,4184138,1
RITM^A,21.14,685,14537,1
RITM^B,19.75,0.32,21533,1
RITM^C,17.70,0.28,52855,1
RITM^D,18.99,0.27,26478,1
RIV,11.06,0.08,65837,1
RIV^A,22.90,0,5522,1
RIVN,13.41,0.46,16754358,1
RJAC,10.35,0.01,1700,1
RJF,86.20,2.74,1258905,1
RJF^B,24.73,0.18,7042,1
RKDA,6.32,4.201,58829,1
RKLB,3.85,-0.03,3307788,1
RKT,8.45,-0.25,3223863,1
RL,113.84,4,713636,2
RLAY,11.27,0.05,1703492,1
RLGT,6.39,-0.08,196287,1
RLI,137.30,0.71,174079,2
RLJ,10.74,0.5,2802952,1
RLJ^A,23.68,0.22,12415,1
RLMD,3.22,0.18,183225,1
RLTY,13.17,0.15,157812,1
RLX,2.44,-0.04,8874607,1
RLYB,5.63,0.12,27201,1
RM,27.13,0.8,19875,1
RMAX,19.11,0.9,117944,1
RMBI,9.27,0.51,6318,1
RMBL,7.32,0.6,108934,1
RMBS,48.33,1.6,889078,1
RMCF,5.42,-0.03,5953,1
RMD,231.65,-0.44,385711,2
RMED,1.25,0.01,29466,1
RMGC,10.05,0,120,1
RMGCU,10.13,0,202,1
RMGCW,0.08,-1,5390,1
RMI,16.95,0.06,5516,1
RMM,15.76,-0.13,21220,1
RMMZ,15.88,0.3,37269,1
RMNI,4.15,0.1,462007,1
RMPL^,25.05,0.04,354,1
RMR,22.51,-0.07,66440,1
RMT,8.10,0.1,159368,1
RMTI,2.87,-0.02,153273,1
RNA,11.58,0.38,1294058,1
RNAZ,0.32,84,113884,1
RNG,26.04,0.69,3433512,1
RNGR,11.23,0.15,93580,1
RNLX,2.39,0.07,10882,1
RNP,18.73,0.33,103270,1
RNR,206.30,0.75,313057,2
RNR^F,22.94,0.29,66905,1
RNR^G,18.18,0.15,42966,1
RNST,26.54,0.9,268515,1
RNW,5.47,0.22,818029,1
RNWWW,0.80,898,1200,1
RNXT,2.71,-0.21,11696,1
ROAD,27.86,3.5,257750,1
ROC,10.52,-49,20715,1
ROCAR,0.29,-15,36955,1
ROCC,39.62,1.01,156208,1
ROCG,10.40,-5,126,1
ROCGW,0.38,0.03,500,1
ROCK,54.35,1.5,169049,1
ROCL,10.39,0,15714,1
ROCLU,10.40,0.02,31001,1
ROCLW,0.09,44,25250,1
ROG,164.10,2.09,143901,2
ROIC,13.01,0.15,906314,1
ROIV,8.62,0.22,2497648,1
ROIVW,1.82,0.07,26048,1
ROK,283.42,4.22,451675,2
ROKU,54.97,2.18,4758424,1
ROL,41.77,-0.07,1163617,1
RONI,10.30,-15,38069,1
ROOT,5.32,0.44,208008,1
ROP,458.12,4.64,329669,2
ROSE,10.52,0.02,101,1
ROSEW,0.03,-87,2742,1
ROSS,10.33,199,173,1
ROST,104.44,1.61,1765315,2
ROVR,3.97,-0.04,556179,1
RPAY,6.05,0.3,579763,1
RPD,46.90,1.3,2213927,1
RPHM,9.04,-0.69,141418,1
RPID,0.89,195,81262,1
RPM,81.21,1.32,403679,1
RPRX,35.10,0.21,1876236,1
RPT,9.24,0.24,559129,1
RPT^D,45.39,0,255,1
RPTX,10.63,0.72,120395,1
RQI,11.50,0.07,341745,1
RRAC,10.52,0.01,600,1
RRBI,45.45,0.73,3126,1
RRC,25.30,1.03,4183545,1
RRGB,12.83,-0.1,193404,1
RRR,48.38,1.94,481842,1
RRX,128.92,1.86,838884,2
RS,243.56,3.94,273036,2
RSF,15.43,115,4398,1
RSG,145.86,0.05,1482882,2
RSI,3.29,0.16,307835,1
RSKD,4.66,-0.05,155724,1
RSLS,2.38,-0.01,62782,1
RSSS,2.09,-0.03,7250,1
RSVR,6.40,0.12,33994,1
RSVRW,1.46,0.01,305,1
RTC,7.24,-0.14,20953,1
RTL,5.47,0.16,566870,1
RTLPO,19.82,1,692,1
RTLPP,20.10,0.11,3301,1
RTO,39.83,0.07,995954,1
RTX,96.58,0.66,3260015,1
RUM,9.48,0.6,1761288,1
RUMBW,2.14,1.416,49949,1
RUN,17.65,0.74,14634706,1
RUSHA,51.30,1.1,176797,1
RUSHB,56.84,1.56,10985,1
RUTH,21.38,-0.02,1985987,1
RVLP,0.82,444,72379,1
RVLV,18.29,-0.22,1548499,1
RVMD,24.34,0.11,744107,1
RVNC,34.61,0.83,1984411,1
RVP,1.60,-0.01,12566,1
RVPH,8.55,0.16,312974,1
RVPHW,2.75,-0.02,93230,1
RVSB,4.70,0.18,27203,1
RVSN,0.88,-96,58048,1
RVSNW,0.13,-855,924,1
RVT,12.79,0.22,253972,1
RVYL,0.71,386,82484,1
RWAY,11.18,0.52,180400,1
RWAYL,24.04,0.14,570,1
RWAYZ,24.55,971,4642,1
RWLK,0.61,-81,70695,1
RWOD,10.37,99,4680,1
RWODW,0.07,-34,600,1
RWT,5.68,0.13,1314039,1
RWT^A,20.03,-1.201,30133,1
RXDX,194.20,0.21,927317,2
RXO,19.45,0.37,783843,1
RXRX,5.16,0.02,1174889,1
RXST,18.35,0.23,105591,1
RXT,1.35,0.04,1198815,1
RY,97.94,2.44,803015,1
RY^T,25.29,899,1916,1
RYAAY,95.41,2.12,172437,1
RYAM,5.64,0.34,430651,1
RYAN,42.15,1.68,1009164,1
RYI,34.49,-0.95,675618,1
RYN,29.95,0.04,594761,1
RYTM,16.69,0.24,836174,1
RZB,24.64,0.58,29219,1
RZC,25.82,0.39,16104,1
RZLT,2.30,0.17,14386,1
S,16.89,1.05,6952486,1
SA,15.79,0.07,475621,1
SABR,3.67,-0.08,5621920,1
SABRP,55.16,-0.15,503,1
SABS,0.87,-311,543565,1
SABSW,0.12,0.01,44946,1
SACC,23.20,-804,806,1
SACH,3.35,0.05,349653,1
SACH^A,19.10,0.1,2738,1
SAFE,28.04,0.92,417659,1
SAFT,70.05,-0.73,87257,1
SAGA,10.54,0,349,1
SAGAR,0.18,0,700,1
SAGE,49.06,0.95,453185,1
SAH,40.61,0.63,282806,1
SAI,3.26,-0.59,346548,1
SAIA,293.07,1.71,277203,2
SAIC,101.08,2.37,382610,2
SAITW,0.21,0,500,1
SAJ,24.98,4.977,3712,1
SAL,22.67,1.09,3499,1
SALM,1.02,0,22346,1
SAM,310.31,5.97,95842,2
SAMA,10.34,0,43,1
SAMAW,0.08,146,4099,1
SAMG,17.81,-0.21,19566,1
SAN,3.45,0.1,2978635,1
SANA,5.70,-0.05,1154044,1
SAND,6.12,0.01,1405984,1
SANG,3.70,0.08,4775,1
SANM,52.65,1.12,653133,1
SANW,1.36,0.01,30726,1
SAP,134.76,0.67,623760,2
SAR,24.34,0.57,50992,1
SASI,0.42,9,8630,1
SASR,21.66,0.65,472734,1
SAT,23.13,0.06,4081,1
SATL,2.13,0.05,23627,1
SATLW,0.14,-131,76747,1
SATS,16.08,0.07,197647,1
SATX,0.44,98,241129,1
SAVA,22.32,-0.02,1251378,1
SAVE,16.32,0.19,1335170,1
SAY,24.93,-0.1,9296,1
SAZ,25.03,0.03,8867,1
SB,3.61,0.2,905058,1
SB^C,24.75,0.1,2598,1
SB^D,24.63,36,1269,1
SBAC,239.59,1.29,722910,2
SBBA,24.91,0.01,7238,1
SBCF,20.33,1.5,1118342,1
SBET,3.34,-0.05,67977,1
SBEV,1.22,0.01,100108,1
SBFG,13.13,0.13,3931,1
SBFM,0.53,-121,70115,1
SBFMW,0.49,-1,3687,1
SBGI,16.75,1.1,1112260,1
SBH,11.67,-0.38,2412500,1
SBI,7.74,484,10969,1
SBIG,0.67,-769,181887,1
SBLK,18.81,0.67,1097631,1
SBOW,22.60,0.75,229072,1
SBR,70.70,1.38,68767,1
SBRA,11.29,0.19,1584323,1
SBS,9.33,0.05,1274359,1
SBSI,28.33,1.08,146396,1
SBSW,9.61,0.29,4501837,1
SBT,4.68,0.08,42205,1
SBUX,107.21,2.49,7812008,2
SBXC,10.04,-0.01,100,1
SCAQ,10.24,0,400,1
SCAQW,0.24,-3,550,1
SCCB,24.60,0,644,1
SCCC,23.73,15,3086,1
SCCD,20.85,0,9,1
SCCE,20.42,-0.03,3727,1
SCCF,21.11,-125,233,1
SCCG,21.95,0.12,1650,1
SCCO,79.21,4.26,1191616,1
SCD,11.98,0.16,23356,1
SCE^G,20.10,0.42,7896,1
SCE^H,20.89,0.08,22607,1
SCE^J,19.32,-899,29447,1
SCE^K,21.57,0.22,9363,1
SCE^L,18.95,-0.03,23391,1
SCHL,37.41,1.28,138465,1
SCHN,28.29,0.18,168916,1
SCHW,49.24,1.87,22006925,1
SCHW^D,24.79,0.41,256095,1
SCHW^J,19.26,0.37,99102,1
SCI,65.08,0.29,787178,1
SCKT,1.53,291,11261,1
SCL,92.00,1.44,83752,1
SCLX,5.40,0.14,443582,1
SCLXW,1.58,901,30264,1
SCM,14.33,0.3,116625,1
SCOR,0.94,-288,192321,1
SCPH,11.18,0.25,337720,1
SCPL,16.69,0.21,192472,1
SCRM,10.20,-25,14323,1
SCRMU,10.27,0,300,1
SCRMW,0.24,0,1,1
SCS,7.62,-0.01,712298,1
SCSC,26.20,-0.14,97932,1
SCTL,0.70,1,132945,1
SCU,8.50,0.2,75247,1
SCVL,22.89,0.96,209046,1
SCWO,2.89,0.09,472667,1
SCWX,8.73,0.11,45727,1
SCX,10.14,0.23,15939,1
SCYX,2.99,-0.04,489755,1
SD,14.23,1.12,701603,1
SDAC,10.18,0,1,1
SDACU,10.11,-0.11,1400,1
SDACW,0.04,-152,148827,1
SDC,0.39,138,675887,1
SDGR,27.67,-2.45,2173685,1
SDHY,15.00,0.09,44596,1
SDIG,0.96,856,1026897,1
SDPI,0.95,0,10673,1
SDRL,37.17,2.48,300410,1
SE,78.41,2.41,3007707,1
SEAC,0.42,-72,106666,1
SEAL^A,23.63,-0.08,16575,1
SEAL^B,23.14,-2.598,16957,1
SEAS,55.16,2.27,1283598,1
SEAT,7.40,0.24,281551,1
SEB,3819.78,74.76,1420,2
SECO,1.10,-0.05,711726,1
SEDG,293.39,12.17,1100833,2
SEE,42.54,0.73,1136500,1
SEED,6.17,5,24519,1
SEEL,0.84,434,685197,1
SEER,3.62,0.17,277350,1
SEIC,59.33,1.27,375064,1
SELB,1.08,0.01,2482590,1
SELF,5.07,0.04,6457,1
SEM,30.75,1.73,1790191,1
SEMR,9.58,0.32,200438,1
SENEA,47.50,0.27,25274,1
SENEB,47.12,-0.35,362,1
SENS,0.61,38,3500062,1
SEPA,9.92,0.02,350,1
SEPAW,0.07,0,1,1
SERA,3.57,0.06,20612,1
SES,1.49,0.05,874096,1
SEV,0.26,-56,1388722,1
SEVN,9.36,0.02,25295,1
SF,57.97,2.16,464372,1
SF^B,21.70,5.051,13463,1
SF^C,21.90,0.58,17869,1
SF^D,15.09,0.38,57891,1
SFB,20.44,0.08,5784,1
SFBC,36.00,149,2423,1
SFBS,47.58,2.98,364516,1
SFE,2.07,195,26264,1
SFIX,3.10,0.15,2770548,1
SFL,8.83,0.25,696152,1
SFM,36.42,0.1,1303410,1
SFNC,16.01,0.31,780784,1
SFR,0.52,-671,150096,1
SFRWW,0.03,-54,400,1
SFST,22.12,0.79,73693,1
SFT,1.84,0.25,318194,1
SFWL,4.09,0.09,206405,1
SG,8.94,1.01,3684618,1
SGA,22.10,-0.35,29400,1
SGBX,0.82,-269,14352,1
SGC,7.54,-0.02,65318,1
SGEN,199.87,1.37,1642691,2
SGH,16.50,0.54,327587,1
SGHC,3.66,0.25,183844,1
SGHL,10.43,0,6,1
SGHLW,0.05,47,2831,1
SGHT,10.00,-0.67,109871,1
SGII,10.29,0.01,40263,1
SGLY,0.55,-148,15553,1
SGMA,3.53,0.03,4948227,1
SGML,36.84,2.38,642427,1
SGMO,1.34,-0.02,1162577,1
SGRP,1.03,199,3188,1
SGRY,35.21,0.49,821050,1
SGTX,0.50,-456,10475,1
SGU,14.25,0.43,56540,1
SHAK,65.53,3.96,2289377,1
SHAP,10.46,-0.09,203,1
SHBI,11.57,0.41,51601,1
SHC,15.02,-0.03,875239,1
SHCO,7.09,-0.06,119311,1
SHCR,1.50,-0.02,2313606,1
SHCRW,0.17,0,2,1
SHEL,61.13,1.79,4957556,1
SHEN,19.41,-0.17,118532,1
SHFS,0.51,175,327092,1
SHFSW,0.02,-54,2300,1
SHG,26.94,0.71,172042,1
SHIP,4.57,0.11,94637,1
SHLS,18.96,0.84,2261583,1
SHLT,9.49,-4.008,2320,1
SHO,10.22,0.28,1731322,1
SHO^H,21.47,0.02,2677,1
SHO^I,19.47,0.07,7836,1
SHOO,32.77,0.74,944381,1
SHOP,62.03,4.73,43079800,1
SHPH,1.25,-0.1,97424,1
SHPW,0.37,888,968208,1
SHUA,10.55,0,295,1
SHW,230.84,3.5,1007960,2
SHYF,23.73,0.36,153487,1
SI,1.34,0.13,11504383,1
SI^A,9.89,-0.02,52355,1
SIBN,22.03,-2.43,2430516,1
SID,2.79,0.22,5668655,1
SIDU,0.24,11,1634770,1
SIEB,2.26,0.14,135322,1
SIEN,1.48,0.09,23183,1
SIF,2.36,0.03,3224,1
SIFY,1.28,35,37068,1
SIG,69.46,2.27,474572,1
SIGA,5.93,0.11,773789,1
SIGI,103.36,0.75,270851,2
SIGIP,16.08,0.08,14913,1
SII,34.95,-0.03,46549,1
SILC,34.36,0.11,8430,1
SILK,42.63,0.85,526764,1
SILO,2.20,251,5047,1
SILV,6.93,0.11,970290,1
SIM,32.19,0,1133,1
SIMO,58.86,0.41,717571,1
SINT,1.44,0.06,85042,1
SIRE,25.50,0.05,45103,1
SIRI,3.73,0.14,13390752,1
SISI,0.58,-339,75094,1
SITC,12.13,0.21,1311763,1
SITC^A,23.60,0.12,2839,1
SITE,152.98,-0.45,285118,2
SITM,88.29,3.79,1228884,1
SIX,22.44,0.26,5884240,1
SJ,4.09,0.09,39093,1
SJM,158.20,0.78,650500,2
SJT,7.37,0.43,882439,1
SJW,76.65,0.39,158663,1
SKE,7.22,-0.08,36494,1
SKGR,10.50,0.01,105,1
SKGRU,10.50,0,4,1
SKIL,1.19,0.08,114966,1
SKIN,10.49,0.56,1727316,1
SKLZ,0.62,43,6734246,1
SKM,20.34,0.18,693188,1
SKT,19.30,0.44,861835,1
SKWD,21.55,0.04,155865,1
SKX,51.84,-0.13,1890407,1
SKY,74.16,1.71,306480,1
SKYH,5.53,-0.22,10472,1
SKYT,9.38,0.7,147405,1
SKYW,28.06,0.88,567102,1
SKYX,3.42,0.02,82635,1
SLAB,137.40,2.16,593066,2
SLAC,10.17,0,107255,1
SLACU,10.07,0,50,1
SLACW,0.13,-4,22766,1
SLAM,10.44,1,3697,1
SLAMU,10.50,41,150,1
SLAMW,0.20,-7,3256,1
SLB,45.75,0.68,9900440,1
SLCA,12.48,0.3,1940993,1
SLDB,5.35,0.01,6476,1
SLDP,2.10,0.06,10080117,1
SLDPW,0.31,201,30782,1
SLF,48.66,1.1,527739,1
SLG,22.62,1.18,1766303,1
SLG^I,17.26,0.76,18601,1
SLGC,2.91,0.08,831098,1
SLGCW,0.32,5,615,1
SLGG,0.54,757,177989,1
SLGL,3.55,24,981,1
SLGN,48.00,0.75,253479,1
SLI,3.19,0.03,553897,1
SLM,14.30,0.36,3317385,1
SLMBP,58.50,1.82,10202,1
SLN,6.35,0.17,33947,1
SLNA,1.37,0,31519,1
SLNAW,0.08,16,800,1
SLND,6.97,0.13,29329,1
SLNG,3.31,0.29,4123,1
SLNH,0.20,-49,109807,1
SLNHP,2.04,0.02,1106,1
SLNO,3.88,-0.01,30426,1
SLP,40.86,0.18,53465,1
SLQT,1.35,0.28,3219173,1
SLRC,14.05,0.28,122090,1
SLRN,23.50,5.5,6986532,1
SLRX,1.83,0.13,27047,1
SLS,1.68,0.14,262432,1
SLVM,45.20,1.13,360027,1
SLVR,10.27,0,23,1
SLVRU,10.33,-5.249,930,1
SLVRW,0.16,-129,694,1
SM,26.92,1.63,1926464,1
SMAP,10.50,-0.09,4425,1
SMAR,39.13,-0.14,734937,1
SMBC,32.38,1.25,31370,1
SMBK,20.68,695,28713,1
SMCI,137.23,0.83,2362676,2
SMFG,8.21,0.37,4644173,1
SMFL,2.36,0.61,1796722,1
SMG,66.44,2.4,726495,1
SMHI,8.46,0.15,48336,1
SMID,18.85,4.677,8377,1
SMLP,15.31,1.41,7625,1
SMLR,25.46,-0.01,70806,1
SMMF,18.20,0.47,32278,1
SMMT,2.17,0.41,3764471,1
SMP,36.89,1.16,145579,1
SMPL,37.83,0.86,408962,1
SMR,8.06,0.37,594234,1
SMRT,2.68,0.07,582840,1
SMSI,1.24,0.08,264668,1
SMTC,18.68,0.59,901282,1
SMTI,37.80,-0.55,27051,1
SMWB,5.82,-0.12,75992,1
SMX,1.29,0.41,5839659,1
SMXWW,0.06,-52,80727,1
SNA,260.81,2.13,231252,2
SNAL,1.30,37,5898,1
SNAP,8.23,0.32,30260103,1
SNAX,0.41,0.01,45587,1
SNAXW,0.04,5,112842,1
SNBR,23.11,0.38,533435,1
SNCE,0.28,138,414628,1
SNCR,0.89,-136,101349,1
SNCRL,18.00,-0.09,1988,1
SNCY,17.63,0.49,263276,1
SND,1.77,0.11,250240,1
SNDA,7.32,0.65,7304,1
SNDL,1.73,0.12,4143983,1
SNDR,26.68,0.42,641174,1
SNDX,20.06,-0.02,742128,1
SNES,1.30,0.03,53244,1
SNEX,87.94,5.43,122449,1
SNFCA,7.60,0.32,18900,1
SNGX,1.10,-1.18,7934528,1
SNMP,0.13,14,103316,1
SNN,32.04,0.03,648763,1
SNOA,0.97,-98,93572,1
SNOW,154.17,-1.1,4536036,2
SNPO,9.64,0.47,26526,1
SNPS,371.56,4.94,678968,2
SNPX,0.86,9,7806,1
SNSE,1.63,0.09,63338,1
SNT,1.47,0.01,11881,1
SNTG,3.19,-0.31,170845,1
SNTI,1.03,499,30003,1
SNV,28.06,1.44,2450701,1
SNV^D,19.25,0.75,64214,1
SNV^E,16.86,1.07,276526,1
SNX,88.36,1.43,288377,1
SNY,55.77,1.04,983449,1
SO,74.94,0.69,3945517,1
SOBR,2.15,0.04,100648,1
SOFI,5.16,265,40836068,1
SOFO,0.82,51,1398,1
SOHO,1.87,-101,64554,1
SOHOB,23.85,0,59,1
SOHON,25.25,816,3145,1
SOHOO,23.85,0,1,1
SOHU,13.85,0.36,20387,1
SOI,7.66,0.21,321556,1
SOJC,24.40,0.03,28541,1
SOJD,22.89,0.14,62973,1
SOJE,20.00,0.15,39222,1
SOL,3.98,0.14,165640,1
SOLO,0.53,-548,585143,1
SOLOW,0.05,148,4540,1
SON,60.15,0.8,499185,1
SOND,0.42,385,1337482,1
SONDW,0.03,-46,48981,1
SONM,0.95,405,166544,1
SONN,0.24,1,596145,1
SONO,21.61,0.41,2340302,1
SONX,1.25,0.19,62941,1
SONY,93.86,1.19,666643,1
SOPA,0.97,15,34551,1
SOPH,4.83,0.05,20602,1
SOR,37.25,3.784,7090,1
SOS,3.95,-0.15,54475,1
SOTK,5.29,0.19,4009,1
SOUN,2.66,0.21,6356053,1
SOUNW,0.28,-0.01,34161,1
SOVO,17.98,0.23,247359,1
SP,35.51,1.33,103733,1
SPB,70.37,2.1,1287675,1
SPCB,1.14,0,51833,1
SPCE,3.61,0.15,3935726,1
SPCM,10.61,64,777,1
SPE,11.01,0.16,25845,1
SPE^C,22.52,0.01,10564,1
SPFI,20.12,0.94,22294,1
SPG,109.55,1.7,1340678,2
SPG^J,58.35,0.6,1256,1
SPGI,354.19,6.68,929974,2
SPH,15.24,0.65,367355,1
SPHR,31.28,0.48,359373,1
SPI,1.26,55,47304,1
SPIR,0.62,147,403729,1
SPLK,85.25,2.72,1190325,1
SPLP,42.37,1.361,702,1
SPLP^A,23.23,-0.11,1388,1
SPNS,22.57,0.43,128556,1
SPNT,9.11,0.24,660855,1
SPNT^B,22.89,2.899,31879,1
SPOK,12.89,-0.07,252231,1
SPOT,141.75,1.27,1233381,2
SPPI,1.09,0.04,2210931,1
SPR,24.54,-0.07,2990967,1
SPRB,2.30,-0.05,93833,1
SPRC,0.61,-128,99454,1
SPRO,1.95,0.07,554255,1
SPRU,0.64,65,139060,1
SPRY,6.31,0.19,267025,1
SPSC,150.39,1.39,113473,2
SPT,39.48,945,2306300,1
SPTN,23.99,0.41,149855,1
SPWH,6.22,0.12,330462,1
SPWR,11.29,0.33,5054526,1
SPXC,74.10,12.42,814162,1
SPXX,15.37,0.23,29310,1
SQ,59.25,-1.18,25446541,1
SQFT,0.87,29,16746,1
SQFTP,17.22,0.46,537,1
SQFTW,0.05,0,443,1
SQL,0.43,51,29494,1
SQLLW,0.03,0,199,1
SQM,67.70,4.08,1855791,1
SQNS,2.35,0.19,66358,1
SQSP,27.48,1.26,1143639,1
SQZ,0.64,15,12976,1
SR,69.56,1.17,321089,1
SR^A,24.83,0.09,14148,1
SRAD,13.02,1,750972,1
SRC,39.16,0.43,461509,1
SRC^A,23.81,0.34,4451,1
SRCE,42.54,2.29,119174,1
SRCL,44.37,0.72,304180,1
SRDX,21.41,-0.37,54508,1
SRE,154.92,1.43,1293762,2
SREA,24.47,0.37,21904,1
SRG,7.67,0.21,337273,1
SRG^A,22.78,0.1,4758,1
SRGA,1.20,0.07,97866,1
SRI,16.34,-0.48,207932,1
SRL,7.72,-0.34,9425,1
SRPT,131.00,0.83,1080759,2
SRRK,7.84,0.47,247131,1
SRT,3.05,-0.01,19732,1
SRTS,2.84,0.12,671578,1
SRV,33.80,0.69,30688,1
SRZN,0.61,-1,68746,1
SRZNW,0.06,-148,3629,1
SSB,65.50,2.55,1092212,1
SSBI,15.24,235,502,1
SSBK,20.65,0.16,17287,1
SSD,125.46,2.21,144294,2
SSIC,8.50,-0.01,4183,1
SSKN,1.02,-418,9177,1
SSL,12.63,0.59,270685,1
SSNC,55.35,0.33,1651142,1
SSNT,3.05,-0.03,11476,1
SSP,7.99,0.59,521868,1
SSRM,17.14,0.27,2622228,1
SSSS,3.38,0,95109,1
SSSSL,23.68,0,2,1
SST,3.10,0.11,61184,1
SSTI,30.53,-0.69,43299,1
SSTK,51.63,-0.21,1219016,1
SSU,3.27,-0.09,4802,1
SSY,1.04,0.02,13152,1
SSYS,14.26,0.43,262829,1
ST,41.56,0.8,809708,1
STAA,67.33,2.69,617602,1
STAF,1.30,-0.04,59103,1
STAG,35.15,0.51,2229424,1
STBA,26.88,1.01,256605,1
STBX,3.10,0.21,390278,1
STC,42.05,1.29,203448,1
STCN,0.80,-249,63275,1
STE,189.18,0.3,508786,2
STEL,22.69,1.17,176104,1
STEM,4.45,0.5,12997842,1
STEP,22.10,1,253425,1
STER,11.18,0.24,141327,1
STET,10.44,5,1300,1
STEW,12.54,0.13,35301,1
STG,6.38,0,1414,1
STGW,5.71,0,920904,1
